Type,Employee ID,Full Name,JobTitle,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
Production,E02198,Theodore Lai,SystemAdministrator ,IT,Specialty Products,Male,Asian,55,12/27/2008,"$94,026 ",0%,China,Shanghai,
Production,E02199,Caroline Do,Analyst,Marketing,Research & Development,Female,Asian,40,03/06/2016,"$56,963 ",0%,United States,Chicago,
Production,E02200,Josiah Ramos,Manager,Finance,Specialty Products,Male,Latino,41,01/08/2014,"$113,246 ",6%,United States,Chicago,
Production,E02201,Colton Alexander,FieldEngineer,Engineering,Research & Development,Male,Caucasian,45,08/09/2005,"$76,416 ",0%,United States,Phoenix,
Production,E02202,Charles Ramos,Sr.Analyst,Accounting,Corporate,Male,Latino,57,04/04/2010,"$74,597 ",0%,United States,Austin,1/30/2016
Production,E02203,Ellie Wilson,Director,IT,Manufacturing,Female,Caucasian,65,8/31/1996,"$164,102 ",30%,United States,Columbus,
Production,E02204,Peyton Powell,SystemAdministrator ,IT,Research & Development,Female,Caucasian,44,2/16/2003,"$74,431 ",0%,United States,Phoenix,
Production,E02205,Hailey Rojas,Analyst,Finance,Specialty Products,Female,Latino,52,7/15/2014,"$43,378 ",0%,United States,Miami,
Production,E02206,Kai Singh,Analyst,Finance,Corporate,Male,Asian,52,4/19/2001,"$47,587 ",0%,United States,Chicago,
Production,E02207,Ryan Rivera,Director,Human Resources,Specialty Products,Male,Latino,53,11/29/2001,"$179,983 ",16%,United States,Phoenix,
Production,E02208,Everett Lu,Manager,Marketing,Research & Development,Male,Asian,31,11/28/2021,"$115,565 ",6%,United States,Phoenix,
Production,E02209,Layla Nunez,Manager,Finance,Manufacturing,Female,Latino,63,09/10/2017,"$126,064 ",5%,United States,Miami,
Production,E02210,Liliana Collins,Sr.Manager,Human Resources,Specialty Products,Female,Black,39,1/18/2013,"$151,666 ",13%,United States,Chicago,6/30/2018
Production,E02211,Ezekiel Jenkins,ServiceDeskAnalyst,IT,Specialty Products,Male,Caucasian,63,04/11/2000,"$99,215 ",0%,United States,Seattle,
Production,E02212,Christopher Wang,CloudInfrastructureArchitect,IT,Manufacturing,Male,Asian,27,8/23/2020,"$71,502 ",0%,China,Chongqing,
Production,E02213,Savannah Rodriguez,Director,Sales,Corporate,Female,Latino,30,11/18/2022,"$168,050 ",24%,Brazil,Manaus,
Production,E02214,Lyla Turner,Sr.Manager,Sales,Specialty Products,Female,Caucasian,51,11/07/2003,"$130,862 ",12%,United States,Seattle,
Production,E02215,Adrian Ngo,EnterpriseArchitect,IT,Research & Development,Male,Asian,58,9/19/2021,"$85,716 ",0%,China,Chongqing,
Production,E02216,Aria Juarez,Director,Finance,Corporate,Female,Latino,62,7/30/2011,"$185,026 ",24%,Brazil,Manaus,
Production,E02217,Audrey Ramos,VicePresident,Sales,Manufacturing,Female,Latino,27,12/09/2021,"$182,403 ",30%,Brazil,Sao Paulo,
Production,E02218,Hazel Cho,VicePresident,Accounting,Corporate,Female,Asian,63,08/12/2004,"$193,531 ",40%,China,Shanghai,
Production,E02219,Iris Chung,Manager,IT,Research & Development,Female,Asian,52,03/12/2013,"$128,301 ",6%,China,Beijing,9/17/2021
Production,E02220,Thomas Rodriguez,Analyst,Finance,Manufacturing,Male,Latino,36,10/09/2019,"$51,669 ",0%,Brazil,Rio de Janeiro,9/29/2022
Production,E02221,Avery Lo,AutomationEngineer,Engineering,Research & Development,Female,Asian,47,1/26/2001,"$104,289 ",0%,United States,Seattle,
Production,E02222,Gabriel Bell,CloudInfrastructureArchitect,IT,Specialty Products,Male,Caucasian,27,3/21/2021,"$70,181 ",0%,United States,Phoenix,
Production,E02223,Gianna Walker,ComputerSystemsManager,IT,Corporate,Female,Caucasian,45,3/23/2021,"$92,317 ",6%,United States,Austin,
Production,E02224,Axel Bailey,Sr.Analyst,Marketing,Corporate,Male,Black,47,12/07/2022,"$99,382 ",0%,United States,Chicago,
Production,E02225,Scarlett Green,NetworkEngineer,IT,Specialty Products,Female,Caucasian,26,4/21/2020,"$67,702 ",0%,United States,Seattle,
Production,E02226,Jackson Wong,AnalystII,Finance,Research & Development,Male,Asian,58,12/26/2006,"$53,133 ",0%,China,Chengdu,
Production,E02227,Eva Jimenez,OperationsEngineer,Engineering,Corporate,Female,Latino,60,4/13/1998,"$110,554 ",0%,Brazil,Sao Paulo,
Production,E02228,Ian Ma,Manager,Finance,Corporate,Male,Asian,45,07/09/2010,"$109,221 ",9%,United States,Austin,
Production,E02229,Luna Castro,ITSystemsArchitect,IT,Specialty Products,Female,Latino,45,02/01/2007,"$88,933 ",0%,United States,Columbus,
Production,E02230,Nolan Brooks,BusinessPartner,Human Resources,Manufacturing,Male,Caucasian,40,11/08/2014,"$49,342 ",0%,United States,Seattle,8/27/2019
Production,E02231,Jayden Jones,CloudInfrastructureArchitect,IT,Manufacturing,Male,Caucasian,27,07/09/2022,"$74,587 ",0%,United States,Austin,
Production,E02232,Asher Hsu,Sr.Analyst,Accounting,Manufacturing,Male,Asian,36,3/13/2020,"$80,757 ",0%,China,Chongqing,
Production,E02233,Greyson Lim,Director,Finance,Corporate,Male,Asian,28,10/12/2022,"$198,662 ",25%,China,Beijing,
Production,E02234,Chloe Miller,Sr.Manager,Marketing,Manufacturing,Female,Black,57,08/12/2021,"$142,506 ",11%,United States,Austin,
Production,E02235,Jaxson Brooks,NetworkArchitect,IT,Manufacturing,Male,Black,57,7/15/2022,"$77,028 ",0%,United States,Seattle,
Production,E02236,Jack Perez,CloudInfrastructureArchitect,IT,Research & Development,Male,Latino,30,01/09/2017,"$80,389 ",0%,Brazil,Manaus,09/10/2017
Production,E02237,Ruby Reed,VicePresident,Engineering,Specialty Products,Female,Caucasian,26,1/23/2022,"$249,062 ",39%,United States,Miami,
Production,E02238,Ivy Rojas,ITCoordinator,IT,Corporate,Female,Latino,53,01/08/2013,"$52,675 ",0%,Brazil,Manaus,
Production,E02239,Hudson Wong,Sr.AccountRepresentative,Sales,Manufacturing,Male,Asian,59,05/11/2014,"$83,365 ",0%,China,Chongqing,
Production,E02240,Ryan Yi,SolutionsArchitect,IT,Specialty Products,Male,Asian,56,8/17/2003,"$82,758 ",0%,United States,Seattle,
Production,E02241,Carter Simmons,Manager,IT,Corporate,Male,Caucasian,41,5/30/2012,"$126,406 ",10%,United States,Chicago,
Production,E02242,Emilia Xu,Manager,Marketing,Corporate,Female,Asian,46,1/24/2017,"$103,147 ",6%,United States,Miami,
Production,E02243,Adam Medina,ITSystemsArchitect,IT,Manufacturing,Male,Latino,49,10/04/2020,"$81,622 ",0%,United States,Chicago,
Production,E02244,Connor Howard,SystemsAnalyst,IT,Specialty Products,Male,Caucasian,42,3/15/2021,"$44,265 ",0%,United States,Austin,6/27/2022
Production,E02245,Audrey Duong,VicePresident,Sales,Specialty Products,Female,Asian,55,03/03/1999,"$213,998 ",34%,United States,Miami,
Production,E02246,Landon Reyes,Director,IT,Research & Development,Male,Latino,44,8/23/2014,"$171,823 ",27%,United States,Columbus,
Production,E02247,Noah Ma,VicePresident,Accounting,Manufacturing,Male,Asian,28,11/06/2018,"$201,013 ",31%,United States,Phoenix,
Production,E02248,Lucas Alexander,Director,IT,Manufacturing,Male,Black,41,9/20/2013,"$192,944 ",22%,United States,Miami,
Production,E02249,Henry Vo,ControlsEngineer,Engineering,Manufacturing,Male,Asian,60,9/13/1996,"$81,699 ",0%,China,Beijing,
Production,E02250,Mila Han,Manager,Sales,Manufacturing,Female,Asian,54,11/14/2009,"$128,791 ",6%,United States,Miami,
Production,E02251,Genesis Herrera,Manager,IT,Research & Development,Female,Latino,34,10/03/2015,"$126,898 ",10%,Brazil,Manaus,
Production,E02252,Olivia Vazquez,NetworkEngineer,IT,Specialty Products,Female,Latino,53,4/13/2020,"$93,053 ",0%,Brazil,Sao Paulo,
Production,E02253,Leilani Ng,SystemsAnalyst,IT,Corporate,Female,Asian,48,9/19/2011,"$50,513 ",0%,United States,Seattle,10/30/2019
Production,E02254,Olivia Mendoza,Sr.AccountRepresentative,Sales,Corporate,Female,Latino,43,05/07/2017,"$86,533 ",0%,United States,Columbus,
Production,E02255,Skylar Xu,TestEngineer,Engineering,Research & Development,Female,Asian,60,10/16/1997,"$72,806 ",0%,China,Chongqing,
Production,E02256,Eloise Williams,VicePresident,Sales,Specialty Products,Female,Black,42,02/12/2019,"$258,115 ",36%,United States,Austin,
Production,E02257,Jackson Maldonado,CloudInfrastructureArchitect,IT,Manufacturing,Male,Latino,52,05/01/2008,"$63,444 ",0%,United States,Miami,
Production,E02258,Christian Harris,EngineeringManager,Engineering,Specialty Products,Male,Caucasian,50,2/21/1999,"$96,099 ",11%,United States,Chicago,
Production,E02259,Penelope Santos,ITSystemsArchitect,IT,Manufacturing,Female,Latino,37,03/01/2009,"$92,849 ",0%,United States,Chicago,
Production,E02260,Nicholas Zhou,Sr.AccountRepresentative,Sales,Manufacturing,Male,Asian,58,10/28/2014,"$85,094 ",0%,China,Chengdu,
Production,E02261,Ayla Garza,Sr.Manager,Marketing,Corporate,Female,Latino,39,6/15/2017,"$156,224 ",14%,Brazil,Manaus,
Production,E02262,Carson Mai,VicePresident,Accounting,Corporate,Male,Asian,50,4/15/1996,"$245,920 ",36%,United States,Columbus,5/16/1996
Production,E02263,Luna Lu,AnalystII,Marketing,Research & Development,Female,Asian,51,03/06/2007,"$50,214 ",0%,China,Beijing,
Production,E02264,Anthony Ho,Sr.Analyst,Marketing,Specialty Products,Male,Asian,31,01/11/2015,"$79,713 ",0%,China,Beijing,
Production,E02265,Clara Lopez,Director,IT,Research & Development,Female,Latino,52,08/09/1999,"$166,699 ",27%,Brazil,Sao Paulo,
Production,E02266,Melody Woods,NetworkAdministrator,IT,Research & Development,Female,Caucasian,63,12/20/2010,"$78,788 ",0%,United States,Seattle,
Production,E02267,Matthew Simmons,Sr.Manager,Accounting,Research & Development,Male,Black,28,12/19/2022,"$142,797 ",10%,United States,Seattle,
Production,E02268,Gabriella Carrillo,VicePresident,Finance,Research & Development,Female,Latino,39,7/16/2012,"$187,516 ",35%,Brazil,Sao Paulo,
Production,E02269,Lydia Juarez,Director,Finance,Specialty Products,Female,Latino,36,9/21/2013,"$156,029 ",15%,United States,Columbus,
Production,E02270,Ava Carrillo,Sr.Manager,Accounting,Specialty Products,Female,Latino,63,01/01/1999,"$149,582 ",14%,United States,Seattle,03/03/2021
Production,E02271,Elena Sharma,Director,Marketing,Corporate,Female,Asian,47,10/24/2014,"$163,922 ",21%,United States,Phoenix,
Production,E02272,Julia Ahmed,VicePresident,Accounting,Research & Development,Female,Asian,43,11/14/2004,"$240,860 ",37%,United States,Chicago,
Production,E02273,Iris Vo,Manager,Human Resources,Specialty Products,Female,Asian,39,9/27/2018,"$128,497 ",7%,China,Chengdu,
Production,E02274,Hunter Yi,AutomationEngineer,Engineering,Corporate,Male,Asian,55,05/10/2015,"$121,976 ",0%,China,Chongqing,
Production,E02275,Valentina Oh,Sr.Manager,Sales,Corporate,Female,Asian,32,07/12/2022,"$126,464 ",15%,United States,Miami,
Production,E02276,Kinsley Tran,VicePresident,Accounting,Manufacturing,Female,Asian,53,09/05/2005,"$234,064 ",33%,China,Chengdu,
Production,E02277,Christian Hong,Sr.Analyst,Finance,Manufacturing,Male,Asian,59,1/16/2008,"$81,829 ",0%,China,Chongqing,
Production,E02278,Amelia Mehta,Director,Human Resources,Corporate,Female,Asian,26,4/21/2022,"$193,971 ",22%,United States,Chicago,
Production,E02279,Axel Leung,BusinessPartner,Human Resources,Corporate,Male,Asian,55,8/17/2001,"$47,696 ",0%,United States,Seattle,
Production,E02280,Lucas Lam,Manager,Accounting,Specialty Products,Male,Asian,34,7/17/2013,"$116,676 ",10%,China,Chengdu,
Production,E02281,Jose Thompson,Manager,Marketing,Corporate,Male,Caucasian,45,04/05/2012,"$104,162 ",9%,United States,Austin,
Production,E02282,Wesley Duong,Sr.BusinessPartner,Human Resources,Specialty Products,Male,Asian,29,4/14/2022,"$86,226 ",0%,United States,Seattle,
Production,E02283,Adeline Maldonado,Director,Marketing,Specialty Products,Female,Latino,45,5/30/2011,"$172,206 ",29%,Brazil,Sao Paulo,
Production,E02284,Elias Diaz,HRISAnalyst,Human Resources,Specialty Products,Male,Latino,34,04/06/2012,"$55,985 ",0%,United States,Seattle,
Production,E02285,Wyatt Aguilar,TechnicalArchitect,IT,Corporate,Male,Latino,26,06/06/2021,"$61,481 ",0%,United States,Miami,
Production,E02286,Josephine Espinoza,Manager,Sales,Research & Development,Female,Latino,30,11/26/2017,"$124,295 ",7%,Brazil,Manaus,
Production,E02287,Adeline Lai,Sr.Manager,Sales,Research & Development,Female,Asian,55,02/08/1999,"$132,894 ",15%,United States,Chicago,
Production,E02288,Christopher Vu,ComputerSystemsManager,IT,Corporate,Male,Asian,47,3/16/2002,"$88,839 ",5%,United States,Phoenix,10/28/2014
Production,E02289,Kai Vega,AutomationEngineer,Engineering,Manufacturing,Male,Latino,51,6/16/2005,"$78,107 ",0%,Brazil,Manaus,
Production,E02290,Hailey Chin,Sr.Manager,IT,Corporate,Female,Asian,54,07/10/1993,"$135,642 ",10%,China,Beijing,
Production,E02291,Eleanor Xi,Sr.Manager,Sales,Corporate,Female,Asian,64,01/10/1997,"$147,853 ",11%,United States,Austin,
Production,E02292,Lily Molina,Manager,IT,Manufacturing,Female,Latino,40,9/15/2009,"$125,900 ",7%,United States,Seattle,4/16/2018
Production,E02293,Levi Vasquez,ITCoordinator,IT,Manufacturing,Male,Latino,27,02/10/2020,"$42,969 ",0%,United States,Phoenix,
Production,E02294,Elijah Washington,VicePresident,Marketing,Manufacturing,Male,Caucasian,47,2/13/2022,"$214,303 ",40%,United States,Seattle,
Production,E02295,Gianna Park,VicePresident,Accounting,Specialty Products,Female,Asian,28,12/19/2020,"$199,406 ",38%,China,Chengdu,
Production,E02296,Melody Leung,VicePresident,Human Resources,Research & Development,Female,Asian,35,3/20/2015,"$182,436 ",37%,United States,Austin,
Production,E02297,Liliana Valdez,ComputerSystemsManager,IT,Corporate,Female,Latino,59,10/01/1996,"$96,507 ",9%,United States,Seattle,
Production,E02298,Ezekiel Kumar,FieldEngineer,Engineering,Manufacturing,Male,Asian,33,11/19/2015,"$82,906 ",0%,China,Chengdu,10/11/2016
Production,E02299,Ruby Rahman,BusinessPartner,Human Resources,Manufacturing,Female,Asian,62,12/05/2005,"$41,616 ",0%,United States,Seattle,
Production,E02300,Natalie Stewart,NetworkEngineer,IT,Corporate,Female,Caucasian,50,6/30/2003,"$92,344 ",0%,United States,Phoenix,1/26/2022
Production,E02301,Charlotte Lim,VicePresident,Accounting,Manufacturing,Female,Asian,55,6/27/2006,"$196,614 ",37%,United States,Chicago,
Production,E02302,Elena Campos,Manager,IT,Research & Development,Female,Latino,47,02/06/2022,"$104,253 ",9%,United States,Seattle,
Production,E02303,Vivian Lim,ITCoordinator,IT,Specialty Products,Female,Asian,34,1/22/2021,"$44,677 ",0%,China,Chongqing,
Production,E02304,Madison Xu,NetworkEngineer,IT,Research & Development,Female,Asian,39,12/13/2017,"$66,463 ",0%,China,Chongqing,
Production,E02305,Ava Aguilar,BusinessPartner,Human Resources,Corporate,Female,Latino,35,12/17/2015,"$53,285 ",0%,United States,Columbus,
Production,E02306,Kayden Patel,DevelopmentEngineer,Engineering,Research & Development,Male,Asian,54,3/22/1997,"$67,683 ",0%,China,Beijing,
Production,E02307,Penelope Desai,VicePresident,Finance,Manufacturing,Female,Asian,41,10/29/2018,"$238,155 ",38%,China,Shanghai,
Production,E02308,Henry Vang,Director,Sales,Corporate,Male,Asian,37,6/21/2019,"$173,630 ",24%,China,Chongqing,
Production,E02309,Eliana Turner,Sr.Analyst,Finance,Research & Development,Female,Black,29,1/27/2020,"$98,992 ",0%,United States,Miami,
Production,E02310,Charlotte Tran,VicePresident,IT,Corporate,Female,Asian,64,04/11/2017,"$253,330 ",39%,United States,Austin,
Production,E02311,Everly Coleman,Sr.Manager,Sales,Corporate,Female,Caucasian,54,8/14/2011,"$158,403 ",14%,United States,Seattle,08/02/2019
Production,E02312,Matthew Harris,Sr.Manager,Accounting,Corporate,Male,Caucasian,36,3/27/2021,"$156,085 ",12%,United States,Miami,
Production,E02313,Emilia Barnes,EnterpriseArchitect,IT,Specialty Products,Female,Black,54,4/18/2013,"$80,129 ",0%,United States,Miami,
Production,E02314,Sophie Griffin,AccountRepresentative,Sales,Research & Development,Female,Caucasian,56,01/09/2017,"$60,517 ",0%,United States,Columbus,
Production,E02315,Kai Phillips,TestEngineer,Engineering,Research & Development,Male,Caucasian,48,12/13/2016,"$72,315 ",0%,United States,Austin,5/20/2017
Production,E02316,Dylan Khan,Director,Human Resources,Manufacturing,Male,Asian,35,07/11/2015,"$153,815 ",19%,United States,Miami,5/31/2016
Production,E02317,Nevaeh Clark,Sr.Manager,Marketing,Specialty Products,Female,Black,32,8/16/2018,"$139,552 ",15%,United States,Miami,
Production,E02318,Carter Luu,VicePresident,Marketing,Corporate,Male,Asian,25,10/20/2022,"$257,296 ",35%,United States,Austin,
Production,E02319,Jordan Ngo,Sr.Analyst,Finance,Manufacturing,Male,Asian,26,05/04/2020,"$91,372 ",0%,United States,Miami,
Production,E02320,Jackson Hu,Sr.BusinessPartner,Human Resources,Corporate,Male,Asian,53,06/05/2017,"$73,601 ",0%,China,Chengdu,
Production,E02321,Madelyn Kang,ITSystemsArchitect,IT,Corporate,Female,Asian,37,4/29/2013,"$71,871 ",0%,China,Chengdu,
Production,E02322,Everleigh Bell,Sr.AccountRepresentative,Sales,Specialty Products,Female,Caucasian,31,02/07/2016,"$84,925 ",0%,United States,Austin,
Production,E02323,Eliana Trinh,Sr.Manager,IT,Manufacturing,Female,Asian,47,01/07/2010,"$155,600 ",14%,China,Chongqing,
Production,E02324,Oliver Ford,Manager,Sales,Research & Development,Male,Black,32,12/15/2018,"$101,564 ",6%,United States,Austin,
Production,E02325,Ryan Huang,ControlsEngineer,Engineering,Research & Development,Male,Asian,40,10/12/2009,"$80,150 ",0%,United States,Phoenix,
Production,E02326,Gabriel Ahmed,HRISAnalyst,Human Resources,Corporate,Male,Asian,65,10/09/2021,"$73,996 ",0%,China,Chengdu,09/04/2022
Production,E02327,Ivy Rios,NetworkArchitect,IT,Manufacturing,Female,Latino,25,1/18/2022,"$90,109 ",0%,United States,Seattle,
Production,E02328,Luca Hunter,FieldEngineer,Engineering,Corporate,Male,Caucasian,39,6/27/2022,"$67,216 ",0%,United States,Phoenix,
Production,E02329,Claire Owens,NetworkEngineer,IT,Research & Development,Female,Caucasian,52,06/07/1998,"$75,402 ",0%,United States,Phoenix,
Production,E02330,Aubrey Maldonado,AutomationEngineer,Engineering,Manufacturing,Female,Latino,38,6/13/2022,"$120,795 ",0%,Brazil,Sao Paulo,
Production,E02331,Elias Vasquez,SystemsAnalyst,IT,Specialty Products,Male,Latino,33,7/27/2015,"$44,012 ",0%,Brazil,Manaus,
Production,E02332,Melody Luu,VicePresident,Finance,Research & Development,Female,Asian,28,04/03/2021,"$219,180 ",33%,China,Chongqing,
Production,E02333,Christopher Luu,VicePresident,Engineering,Research & Development,Male,Asian,61,10/27/2005,"$258,700 ",32%,United States,Austin,
Production,E02334,James Han,TestEngineer,Engineering,Specialty Products,Male,Asian,32,01/07/2018,"$97,496 ",0%,United States,Miami,
Production,E02335,Jaxson Ayala,VicePresident,Human Resources,Research & Development,Male,Latino,28,08/01/2020,"$239,270 ",38%,Brazil,Manaus,
Production,E02336,Levi James,Manager,IT,Specialty Products,Male,Caucasian,39,03/02/2012,"$103,466 ",5%,United States,Chicago,
Production,E02337,Grayson Carrillo,Sr.Analyst,Accounting,Corporate,Male,Latino,57,6/27/2001,"$74,662 ",0%,Brazil,Sao Paulo,
Production,E02338,Maverick Hwang,VicePresident,Human Resources,Research & Development,Male,Asian,40,4/20/2015,"$227,816 ",33%,United States,Chicago,
Production,E02339,Noah Truong,VicePresident,Sales,Manufacturing,Male,Asian,47,12/08/2013,"$246,680 ",39%,China,Beijing,
Production,E02340,Willow Guzman,EnterpriseArchitect,IT,Manufacturing,Female,Latino,43,6/26/2010,"$85,164 ",0%,Brazil,Sao Paulo,
Production,E02341,Rylee Howard,Sr.Manager,Finance,Manufacturing,Female,Black,33,8/18/2014,"$135,215 ",12%,United States,Miami,
Production,E02342,Ian Marquez,HRISAnalyst,Human Resources,Corporate,Male,Latino,31,1/14/2019,"$72,542 ",0%,United States,Chicago,
Production,E02343,Layla Owens,VicePresident,IT,Research & Development,Female,Caucasian,47,02/07/2018,"$246,303 ",34%,United States,Columbus,
Production,E02344,Chloe Dixon,VicePresident,Engineering,Corporate,Female,Caucasian,60,05/11/2021,"$186,400 ",40%,United States,Chicago,
Production,E02345,Emily Zheng,SolutionsArchitect,IT,Corporate,Female,Asian,50,12/06/2022,"$91,004 ",0%,China,Shanghai,
Production,E02346,Jayden Rogers,Manager,Sales,Research & Development,Male,Caucasian,41,12/14/2016,"$101,411 ",8%,United States,Seattle,
Production,E02347,Elizabeth Vasquez,ControlsEngineer,Engineering,Specialty Products,Female,Latino,28,08/09/2020,"$111,779 ",0%,United States,Chicago,
Production,E02348,Samantha Ford,TechnicalArchitect,IT,Manufacturing,Female,Caucasian,25,1/19/2022,"$86,075 ",0%,United States,Miami,
Production,E02349,Thomas Silva,Analyst,Finance,Specialty Products,Male,Latino,45,8/13/2015,"$52,798 ",0%,United States,Miami,1/30/2018
Production,E02350,Charlotte Park,NetworkArchitect,IT,Specialty Products,Female,Asian,63,12/17/2020,"$96,136 ",0%,China,Shanghai,
Production,E02351,Liam Jimenez,Sr.Analyst,Marketing,Research & Development,Male,Latino,52,08/11/2002,"$95,682 ",0%,United States,Seattle,5/17/2012
Production,E02352,Ivy Liu,AnalystII,Marketing,Manufacturing,Female,Asian,59,5/29/1993,"$55,476 ",0%,China,Chongqing,
Production,E02353,Jayden Dixon,VicePresident,Finance,Manufacturing,Male,Caucasian,30,1/14/2018,"$197,792 ",34%,United States,Austin,
Production,E02354,Nevaeh Butler,FieldEngineer,Engineering,Research & Development,Female,Caucasian,55,07/10/2009,"$82,271 ",0%,United States,Chicago,
Production,E02355,Leonardo Li,Sr.Manager,Accounting,Specialty Products,Male,Asian,65,4/23/2009,"$155,716 ",12%,United States,Seattle,
Production,E02356,Kinsley Woods,HRISAnalyst,Human Resources,Corporate,Female,Caucasian,34,6/19/2014,"$71,699 ",0%,United States,Phoenix,
Production,E02357,Abigail Chu,Sr.Manager,Human Resources,Manufacturing,Female,Asian,51,4/17/2006,"$147,436 ",11%,United States,Austin,
Production,E02358,Ava Xiong,Sr.BusinessPartner,Human Resources,Manufacturing,Female,Asian,52,7/21/2019,"$88,220 ",0%,China,Shanghai,
Production,E02359,Olivia Marquez,AccountRepresentative,Sales,Specialty Products,Female,Latino,44,04/06/2020,"$54,295 ",0%,United States,Columbus,
Production,E02360,Claire Vazquez,VicePresident,Human Resources,Corporate,Female,Latino,44,06/12/2004,"$246,538 ",35%,United States,Miami,
Production,E02361,Christian Castro,ITCoordinator,IT,Specialty Products,Male,Latino,40,4/15/2006,"$43,645 ",0%,United States,Austin,05/09/2008
Production,E02362,Mason Oh,Manager,Human Resources,Manufacturing,Male,Asian,25,04/11/2022,"$125,644 ",7%,United States,Seattle,
Production,E02363,Violet Santiago,ServiceDeskAnalyst,IT,Research & Development,Female,Latino,32,1/14/2018,"$78,414 ",0%,United States,Seattle,
Production,E02364,Lily Rios,Sr.Analyst,Marketing,Specialty Products,Female,Latino,45,1/25/2013,"$88,016 ",0%,Brazil,Rio de Janeiro,
Production,E02365,Kinsley Stewart,ComputerSystemsManager,IT,Corporate,Female,Caucasian,56,09/07/2021,"$66,561 ",6%,United States,Chicago,
Production,E02366,Aria Molina,DevelopmentEngineer,Engineering,Research & Development,Female,Latino,52,10/24/2001,"$89,811 ",0%,Brazil,Rio de Janeiro,8/20/2022
Production,E02367,James Cheng,Manager,IT,Manufacturing,Male,Asian,49,5/26/2010,"$125,506 ",9%,United States,Seattle,
Production,E02368,Mila Vang,AnalystII,Finance,Manufacturing,Female,Asian,46,8/25/2009,"$56,409 ",0%,United States,Columbus,
Production,E02369,Alice Liu,Sr.Manager,Sales,Research & Development,Female,Asian,39,2/22/2012,"$122,058 ",14%,China,Beijing,
Production,E02370,Delilah Gonzalez,Sr.Analyst,Sales,Manufacturing,Female,Latino,55,3/29/1998,"$82,550 ",0%,United States,Chicago,
Production,E02371,Samuel Tang,SystemAdministrator ,IT,Manufacturing,Male,Asian,34,9/15/2012,"$93,760 ",0%,United States,Miami,
Production,E02372,Serenity Gray,Analyst,Sales,Research & Development,Female,Black,56,6/19/2012,"$55,008 ",0%,United States,Austin,
Production,E02373,Benjamin Estrada,AnalystII,Marketing,Research & Development,Male,Latino,56,9/28/2012,"$65,368 ",0%,United States,Seattle,
Production,E02374,Wesley Han,TestEngineer,Engineering,Research & Development,Male,Asian,62,4/20/2017,"$83,955 ",0%,United States,Phoenix,
Production,E02375,Nora Herrera,VicePresident,Marketing,Specialty Products,Female,Latino,60,12/24/1997,"$231,907 ",38%,United States,Austin,
Production,E02376,Lincoln Harris,ITSystemsArchitect,IT,Manufacturing,Male,Caucasian,42,9/16/2009,"$97,628 ",0%,United States,Phoenix,
Production,E02377,Charles Gonzales,ITSystemsArchitect,IT,Manufacturing,Male,Latino,27,9/22/2020,"$88,142 ",0%,United States,Columbus,
Production,E02378,Athena Cheng,TestEngineer,Engineering,Corporate,Female,Asian,37,03/02/2020,"$83,465 ",0%,China,Beijing,
Production,E02379,David Garza,Director,IT,Manufacturing,Male,Latino,29,01/09/2022,"$197,731 ",15%,United States,Seattle,
Production,E02380,Hunter Doan,Sr.Manager,Accounting,Research & Development,Male,Asian,32,12/15/2014,"$151,758 ",12%,China,Beijing,
Production,E02381,Julian Lam,Director,Finance,Research & Development,Male,Asian,33,09/08/2013,"$164,340 ",15%,United States,Chicago,
Production,E02382,Sofia Estrada,ControlsEngineer,Engineering,Specialty Products,Female,Latino,42,3/26/2006,"$104,916 ",0%,Brazil,Manaus,
Production,E02383,Jordan Chen,Analyst,Finance,Specialty Products,Male,Asian,60,1/22/1997,"$42,536 ",0%,United States,Columbus,
Production,E02384,Eloise Huang,VicePresident,Finance,Research & Development,Female,Asian,51,04/05/2009,"$195,171 ",33%,United States,Seattle,
Production,E02385,Ivy Mehta,BusinessPartner,Human Resources,Manufacturing,Female,Asian,50,5/26/2020,"$45,290 ",0%,China,Chongqing,08/04/2021
Production,E02386,Eli Castillo,VicePresident,Finance,Specialty Products,Male,Latino,50,12/11/2009,"$203,306 ",38%,United States,Seattle,
Production,E02387,Nolan Garcia,AnalystII,Sales,Specialty Products,Male,Latino,26,6/16/2022,"$66,865 ",0%,Brazil,Rio de Janeiro,
Production,E02388,Alexander Zhu,NetworkArchitect,IT,Corporate,Male,Asian,30,10/17/2022,"$89,164 ",0%,United States,Phoenix,
Production,E02389,Victoria Wu,Sr.Analyst,Sales,Manufacturing,Female,Asian,35,10/28/2021,"$75,602 ",0%,United States,Miami,
Production,E02390,Mateo Jordan,NetworkAdministrator,IT,Specialty Products,Male,Caucasian,44,2/13/2021,"$92,939 ",0%,United States,Austin,
Production,E02391,Everly Martin,AnalystII,Marketing,Specialty Products,Female,Black,26,5/28/2020,"$64,278 ",0%,United States,Columbus,
Production,E02392,Athena Castro,SolutionsArchitect,IT,Research & Development,Female,Latino,44,10/04/2013,"$72,176 ",0%,Brazil,Rio de Janeiro,
Production,E02393,Josephine White,ComputerSystemsManager,IT,Corporate,Female,Caucasian,61,02/05/2010,"$87,758 ",9%,United States,Seattle,
Production,E02394,Nicholas Vo,AnalystII,Accounting,Corporate,Male,Asian,50,06/01/2002,"$54,646 ",0%,United States,Seattle,
